ID,ESTACION,FECHA,LONGITUD,LATITUD,ALTITUD,O3,UV_MAX,PP,DEPARTAMENTO,PROVINCIA,DISTRITO,UBIGEO,FECHA_CORTE
493,MARCAPOMACOCHA,20161005,-76.32508,-11.40443,4443,242.9,10,0.5,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
494,MARCAPOMACOCHA,20161006,-76.32508,-11.40443,4443,247.7,17,7.3,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
495,MARCAPOMACOCHA,20161007,-76.32508,-11.40443,4443,250.5,15,4.6,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
496,MARCAPOMACOCHA,20161008,-76.32508,-11.40443,4443,249.1,15,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
497,MARCAPOMACOCHA,20161009,-76.32508,-11.40443,4443,240.7,12,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
498,MARCAPOMACOCHA,20161010,-76.32508,-11.40443,4443,247.9,15,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
499,MARCAPOMACOCHA,20161011,-76.32508,-11.40443,4443,241.5,,9.5,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
500,MARCAPOMACOCHA,20161012,-76.32508,-11.40443,4443,249.2,16,4.3,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
501,MARCAPOMACOCHA,20161013,-76.32508,-11.40443,4443,248.4,17,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
502,MARCAPOMACOCHA,20161014,-76.32508,-11.40443,4443,244.7,13,1.6,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
503,MARCAPOMACOCHA,20161015,-76.32508,-11.40443,4443,244.1,16,0.8,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
504,MARCAPOMACOCHA,20161016,-76.32508,-11.40443,4443,242.7,17,16,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
505,MARCAPOMACOCHA,20161017,-76.32508,-11.40443,4443,242.9,17,16.1,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
506,MARCAPOMACOCHA,20161018,-76.32508,-11.40443,4443,239.5,17,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
507,MARCAPOMACOCHA,20161019,-76.32508,-11.40443,4443,247,17,0.1,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
508,MARCAPOMACOCHA,20161020,-76.32508,-11.40443,4443,241.1,13,1,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
509,MARCAPOMACOCHA,20161021,-76.32508,-11.40443,4443,246,14,9.7,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
510,MARCAPOMACOCHA,20161022,-76.32508,-11.40443,4443,243.2,14,1.3,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
511,MARCAPOMACOCHA,20161023,-76.32508,-11.40443,4443,243.3,17,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
512,MARCAPOMACOCHA,20161024,-76.32508,-11.40443,4443,244.2,17,3.9,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
513,MARCAPOMACOCHA,20161025,-76.32508,-11.40443,4443,247.9,16,1.5,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
514,MARCAPOMACOCHA,20161026,-76.32508,-11.40443,4443,242.9,17,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
515,MARCAPOMACOCHA,20161027,-76.32508,-11.40443,4443,245.9,14,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
516,MARCAPOMACOCHA,20161028,-76.32508,-11.40443,4443,244.4,16,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
517,MARCAPOMACOCHA,20161029,-76.32508,-11.40443,4443,240.8,13,6.2,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
518,MARCAPOMACOCHA,20161030,-76.32508,-11.40443,4443,244.7,17,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
519,MARCAPOMACOCHA,20161031,-76.32508,-11.40443,4443,245.8,16,0.4,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
520,MARCAPOMACOCHA,20161101,-76.32508,-11.40443,4443,246.6,16,0.2,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
521,MARCAPOMACOCHA,20161102,-76.32508,-11.40443,4443,244.6,16,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
522,MARCAPOMACOCHA,20161103,-76.32508,-11.40443,4443,242.7,17,1,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
523,MARCAPOMACOCHA,20161104,-76.32508,-11.40443,4443,243.6,17,2.4,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
524,MARCAPOMACOCHA,20161105,-76.32508,-11.40443,4443,244.9,16,3.9,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
525,MARCAPOMACOCHA,20161106,-76.32508,-11.40443,4443,240.4,17,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
526,MARCAPOMACOCHA,20161107,-76.32508,-11.40443,4443,241.4,17,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
527,MARCAPOMACOCHA,20161108,-76.32508,-11.40443,4443,243.8,17,0.1,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
528,MARCAPOMACOCHA,20161109,-76.32508,-11.40443,4443,244.4,16,0.1,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
529,MARCAPOMACOCHA,20161110,-76.32508,-11.40443,4443,247.2,15,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
530,MARCAPOMACOCHA,20161111,-76.32508,-11.40443,4443,245.1,16,0.2,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
531,MARCAPOMACOCHA,20161112,-76.32508,-11.40443,4443,240,16,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
532,MARCAPOMACOCHA,20161113,-76.32508,-11.40443,4443,245.9,16,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
533,MARCAPOMACOCHA,20161114,-76.32508,-11.40443,4443,241.4,16,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
534,MARCAPOMACOCHA,20161115,-76.32508,-11.40443,4443,241,16,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
535,MARCAPOMACOCHA,20161116,-76.32508,-11.40443,4443,241.8,16,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
536,MARCAPOMACOCHA,20161117,-76.32508,-11.40443,4443,240.9,12,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
537,MARCAPOMACOCHA,20161118,-76.32508,-11.40443,4443,241.7,15,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
538,MARCAPOMACOCHA,20161119,-76.32508,-11.40443,4443,239.7,16,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
539,MARCAPOMACOCHA,20161120,-76.32508,-11.40443,4443,240.4,16,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
540,MARCAPOMACOCHA,20161121,-76.32508,-11.40443,4443,243.3,15,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
541,MARCAPOMACOCHA,20161122,-76.32508,-11.40443,4443,,15,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
542,MARCAPOMACOCHA,20161123,-76.32508,-11.40443,4443,239.9,17,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
543,MARCAPOMACOCHA,20161124,-76.32508,-11.40443,4443,239.7,14,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
544,MARCAPOMACOCHA,20161125,-76.32508,-11.40443,4443,240.8,15,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
545,MARCAPOMACOCHA,20161126,-76.32508,-11.40443,4443,240.5,14,0.1,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
546,MARCAPOMACOCHA,20161127,-76.32508,-11.40443,4443,242.4,15,0.8,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
547,MARCAPOMACOCHA,20161128,-76.32508,-11.40443,4443,240.5,15,0.1,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
548,MARCAPOMACOCHA,20161129,-76.32508,-11.40443,4443,240,17,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
549,MARCAPOMACOCHA,20161130,-76.32508,-11.40443,4443,241,16,1.7,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
550,MARCAPOMACOCHA,20161201,-76.32508,-11.40443,4443,239.1,13,1.3,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
551,MARCAPOMACOCHA,20161202,-76.32508,-11.40443,4443,239.4,14,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
552,MARCAPOMACOCHA,20161203,-76.32508,-11.40443,4443,239,15,3.4,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
553,MARCAPOMACOCHA,20161204,-76.32508,-11.40443,4443,238.4,15,0.2,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
554,MARCAPOMACOCHA,20161205,-76.32508,-11.40443,4443,237.4,15,15.3,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
555,MARCAPOMACOCHA,20161206,-76.32508,-11.40443,4443,239.1,10,5.4,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
556,MARCAPOMACOCHA,20161207,-76.32508,-11.40443,4443,241.9,9,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
557,MARCAPOMACOCHA,20161208,-76.32508,-11.40443,4443,238.7,17,0.5,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
558,MARCAPOMACOCHA,20161209,-76.32508,-11.40443,4443,241.6,16,10.1,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
559,MARCAPOMACOCHA,20161210,-76.32508,-11.40443,4443,238.9,13,1.6,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
560,MARCAPOMACOCHA,20161211,-76.32508,-11.40443,4443,241.1,15,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
561,MARCAPOMACOCHA,20161212,-76.32508,-11.40443,4443,237.3,16,0.8,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
562,MARCAPOMACOCHA,20161213,-76.32508,-11.40443,4443,239,17,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
563,MARCAPOMACOCHA,20161214,-76.32508,-11.40443,4443,238.7,14,7.8,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
564,MARCAPOMACOCHA,20161215,-76.32508,-11.40443,4443,,9,5.1,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
565,MARCAPOMACOCHA,20161216,-76.32508,-11.40443,4443,239.1,9,0.5,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
566,MARCAPOMACOCHA,20161217,-76.32508,-11.40443,4443,239,7,4.3,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
567,MARCAPOMACOCHA,20161218,-76.32508,-11.40443,4443,244.9,13,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
568,MARCAPOMACOCHA,20161219,-76.32508,-11.40443,4443,238.6,14,0.4,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
569,MARCAPOMACOCHA,20161220,-76.32508,-11.40443,4443,244.9,16,1,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
570,MARCAPOMACOCHA,20161221,-76.32508,-11.40443,4443,238.9,11,2.5,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
571,MARCAPOMACOCHA,20161222,-76.32508,-11.40443,4443,242.8,15,4.7,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
572,MARCAPOMACOCHA,20161223,-76.32508,-11.40443,4443,240.8,16,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
573,MARCAPOMACOCHA,20161224,-76.32508,-11.40443,4443,239.8,17,0.1,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
574,MARCAPOMACOCHA,20161225,-76.32508,-11.40443,4443,240.9,17,0.3,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
575,MARCAPOMACOCHA,20161226,-76.32508,-11.40443,4443,238.3,16,0.1,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
576,MARCAPOMACOCHA,20161227,-76.32508,-11.40443,4443,238.9,14,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
577,MARCAPOMACOCHA,20161228,-76.32508,-11.40443,4443,240.1,9,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
578,MARCAPOMACOCHA,20161229,-76.32508,-11.40443,4443,239,12,8.1,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
579,MARCAPOMACOCHA,20161230,-76.32508,-11.40443,4443,238.6,14,13.6,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
580,MARCAPOMACOCHA,20161231,-76.32508,-11.40443,4443,,10,3.2,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
581,MARCAPOMACOCHA,20170101,-76.32508,-11.40443,4443,238.8,12,15.8,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
582,MARCAPOMACOCHA,20170102,-76.32508,-11.40443,4443,239,14,7,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
583,MARCAPOMACOCHA,20170103,-76.32508,-11.40443,4443,241.1,14,3,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
584,MARCAPOMACOCHA,20170104,-76.32508,-11.40443,4443,240.7,9,3.8,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
585,MARCAPOMACOCHA,20170105,-76.32508,-11.40443,4443,238.4,8,0.6,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
586,MARCAPOMACOCHA,20170106,-76.32508,-11.40443,4443,239,11,7.9,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
587,MARCAPOMACOCHA,20170107,-76.32508,-11.40443,4443,239.5,12,6.7,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
588,MARCAPOMACOCHA,20170108,-76.32508,-11.40443,4443,242,12,20.1,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
589,MARCAPOMACOCHA,20170109,-76.32508,-11.40443,4443,242.2,12,0.4,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
590,MARCAPOMACOCHA,20170110,-76.32508,-11.40443,4443,238,8,1.3,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
591,MARCAPOMACOCHA,20170111,-76.32508,-11.40443,4443,240.2,13,19.1,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
592,MARCAPOMACOCHA,20170112,-76.32508,-11.40443,4443,237.9,15,6.4,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
593,MARCAPOMACOCHA,20170113,-76.32508,-11.40443,4443,238.9,7,12.5,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
594,MARCAPOMACOCHA,20170114,-76.32508,-11.40443,4443,,7,18.1,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
595,MARCAPOMACOCHA,20170115,-76.32508,-11.40443,4443,238.2,8,9.3,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
596,MARCAPOMACOCHA,20170116,-76.32508,-11.40443,4443,238.8,10,5.8,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
597,MARCAPOMACOCHA,20170117,-76.32508,-11.40443,4443,238.2,13,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
598,MARCAPOMACOCHA,20170118,-76.32508,-11.40443,4443,237.9,16,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
599,MARCAPOMACOCHA,20170119,-76.32508,-11.40443,4443,238.4,10,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
600,MARCAPOMACOCHA,20170120,-76.32508,-11.40443,4443,239.7,17,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
601,MARCAPOMACOCHA,20170121,-76.32508,-11.40443,4443,,6,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
602,MARCAPOMACOCHA,20170122,-76.32508,-11.40443,4443,239.2,14,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
603,MARCAPOMACOCHA,20170123,-76.32508,-11.40443,4443,239.3,14,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
604,MARCAPOMACOCHA,20170124,-76.32508,-11.40443,4443,238.6,13,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
605,MARCAPOMACOCHA,20170125,-76.32508,-11.40443,4443,,12,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
606,MARCAPOMACOCHA,20170126,-76.32508,-11.40443,4443,239,13,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
607,MARCAPOMACOCHA,20170127,-76.32508,-11.40443,4443,241.2,9,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
608,MARCAPOMACOCHA,20170128,-76.32508,-11.40443,4443,239.6,10,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
609,MARCAPOMACOCHA,20170129,-76.32508,-11.40443,4443,242,9,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
610,MARCAPOMACOCHA,20170130,-76.32508,-11.40443,4443,239.8,10,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
611,MARCAPOMACOCHA,20170131,-76.32508,-11.40443,4443,238,15,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
612,MARCAPOMACOCHA,20170201,-76.32508,-11.40443,4443,242.2,16,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
613,MARCAPOMACOCHA,20170202,-76.32508,-11.40443,4443,239.3,17,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
614,MARCAPOMACOCHA,20170203,-76.32508,-11.40443,4443,242.9,16,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
615,MARCAPOMACOCHA,20170204,-76.32508,-11.40443,4443,238.3,13,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
616,MARCAPOMACOCHA,20170205,-76.32508,-11.40443,4443,238.8,14,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
617,MARCAPOMACOCHA,20170206,-76.32508,-11.40443,4443,244.5,12,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
618,MARCAPOMACOCHA,20170207,-76.32508,-11.40443,4443,244.3,10,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
619,MARCAPOMACOCHA,20170208,-76.32508,-11.40443,4443,240.6,14,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
620,MARCAPOMACOCHA,20170209,-76.32508,-11.40443,4443,238.2,11,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
621,MARCAPOMACOCHA,20170210,-76.32508,-11.40443,4443,243.9,10,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
622,MARCAPOMACOCHA,20170211,-76.32508,-11.40443,4443,239.2,18,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
623,MARCAPOMACOCHA,20170212,-76.32508,-11.40443,4443,238.2,16,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
624,MARCAPOMACOCHA,20170213,-76.32508,-11.40443,4443,237.7,4,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
625,MARCAPOMACOCHA,20170214,-76.32508,-11.40443,4443,237.9,9,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
626,MARCAPOMACOCHA,20170215,-76.32508,-11.40443,4443,240.4,13,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
627,MARCAPOMACOCHA,20170216,-76.32508,-11.40443,4443,246,14,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
628,MARCAPOMACOCHA,20170217,-76.32508,-11.40443,4443,238.3,7,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
629,MARCAPOMACOCHA,20170218,-76.32508,-11.40443,4443,241,10,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
630,MARCAPOMACOCHA,20170219,-76.32508,-11.40443,4443,240.3,11,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
631,MARCAPOMACOCHA,20170220,-76.32508,-11.40443,4443,242.2,19,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
632,MARCAPOMACOCHA,20170221,-76.32508,-11.40443,4443,242.6,8,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
633,MARCAPOMACOCHA,20170222,-76.32508,-11.40443,4443,239.8,12,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
634,MARCAPOMACOCHA,20170223,-76.32508,-11.40443,4443,238.8,15,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
635,MARCAPOMACOCHA,20170224,-76.32508,-11.40443,4443,239.9,16,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
636,MARCAPOMACOCHA,20170225,-76.32508,-11.40443,4443,241,7,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
637,MARCAPOMACOCHA,20170226,-76.32508,-11.40443,4443,,14,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
638,MARCAPOMACOCHA,20170227,-76.32508,-11.40443,4443,241.2,13,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
639,MARCAPOMACOCHA,20170228,-76.32508,-11.40443,4443,244.6,13,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
640,MARCAPOMACOCHA,20170301,-76.32508,-11.40443,4443,246.3,10,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
641,MARCAPOMACOCHA,20170302,-76.32508,-11.40443,4443,245.2,,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
642,MARCAPOMACOCHA,20170303,-76.32508,-11.40443,4443,243.8,,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
643,MARCAPOMACOCHA,20170304,-76.32508,-11.40443,4443,,15,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
644,MARCAPOMACOCHA,20170305,-76.32508,-11.40443,4443,246.5,13,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
645,MARCAPOMACOCHA,20170306,-76.32508,-11.40443,4443,242.1,14,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
646,MARCAPOMACOCHA,20170307,-76.32508,-11.40443,4443,241.9,14,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
647,MARCAPOMACOCHA,20170308,-76.32508,-11.40443,4443,,11,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
648,MARCAPOMACOCHA,20170309,-76.32508,-11.40443,4443,239.6,12,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
649,MARCAPOMACOCHA,20170310,-76.32508,-11.40443,4443,238.9,16,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
650,MARCAPOMACOCHA,20170311,-76.32508,-11.40443,4443,,12,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
651,MARCAPOMACOCHA,20170312,-76.32508,-11.40443,4443,244.9,13,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
652,MARCAPOMACOCHA,20170313,-76.32508,-11.40443,4443,243,13,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
653,MARCAPOMACOCHA,20170314,-76.32508,-11.40443,4443,239,11,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
654,MARCAPOMACOCHA,20170315,-76.32508,-11.40443,4443,239,11,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
655,MARCAPOMACOCHA,20170316,-76.32508,-11.40443,4443,251.2,16,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
656,MARCAPOMACOCHA,20170317,-76.32508,-11.40443,4443,251.9,14,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
657,MARCAPOMACOCHA,20170318,-76.32508,-11.40443,4443,242.9,7,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
658,MARCAPOMACOCHA,20170319,-76.32508,-11.40443,4443,239.1,9,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
659,MARCAPOMACOCHA,20170320,-76.32508,-11.40443,4443,244,9,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
660,MARCAPOMACOCHA,20170321,-76.32508,-11.40443,4443,246.6,13,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
661,MARCAPOMACOCHA,20170322,-76.32508,-11.40443,4443,247.1,14,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
662,MARCAPOMACOCHA,20170323,-76.32508,-11.40443,4443,243.1,15,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
663,MARCAPOMACOCHA,20170324,-76.32508,-11.40443,4443,238.6,16,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
664,MARCAPOMACOCHA,20170325,-76.32508,-11.40443,4443,240.2,17,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
665,MARCAPOMACOCHA,20170326,-76.32508,-11.40443,4443,244.4,12,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
666,MARCAPOMACOCHA,20170327,-76.32508,-11.40443,4443,245.4,12,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
667,MARCAPOMACOCHA,20170328,-76.32508,-11.40443,4443,,10,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
668,MARCAPOMACOCHA,20170329,-76.32508,-11.40443,4443,249.2,14,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
669,MARCAPOMACOCHA,20170330,-76.32508,-11.40443,4443,240.5,10,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
670,MARCAPOMACOCHA,20170331,-76.32508,-11.40443,4443,249,11,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
671,MARCAPOMACOCHA,20170401,-76.32508,-11.40443,4443,241.1,10,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
672,MARCAPOMACOCHA,20170402,-76.32508,-11.40443,4443,242.2,11,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
673,MARCAPOMACOCHA,20170403,-76.32508,-11.40443,4443,241.1,12,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
674,MARCAPOMACOCHA,20170404,-76.32508,-11.40443,4443,239.3,13,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
675,MARCAPOMACOCHA,20170405,-76.32508,-11.40443,4443,239.4,15,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
676,MARCAPOMACOCHA,20170406,-76.32508,-11.40443,4443,240.4,7,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
677,MARCAPOMACOCHA,20170407,-76.32508,-11.40443,4443,241.9,15,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
678,MARCAPOMACOCHA,20170408,-76.32508,-11.40443,4443,244.6,14,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
679,MARCAPOMACOCHA,20170409,-76.32508,-11.40443,4443,238.9,14,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
680,MARCAPOMACOCHA,20170410,-76.32508,-11.40443,4443,242.1,12,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
681,MARCAPOMACOCHA,20170411,-76.32508,-11.40443,4443,240.6,12,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
682,MARCAPOMACOCHA,20170412,-76.32508,-11.40443,4443,239,11,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
683,MARCAPOMACOCHA,20170413,-76.32508,-11.40443,4443,238.5,8,,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
