FECHA,O3,UV_MAX,PP
2021-08-19,246.9,10.0,0.0
2021-08-20,245.5,10.0,2.2
2021-08-21,241.8,10.0,1.2
2021-08-22,246.7,11.0,0.20000000000000018
2021-08-23,247.2,10.0,2.8
2021-08-24,248.0,11.0,3.0
2021-08-25,246.4,11.0,0.20000000000000018
2021-08-26,247.1,9.0,0.0
2021-08-27,247.1,9.0,0.0
2021-08-28,245.8,12.0,0.0
2021-08-29,244.8,12.0,0.0
2021-08-30,247.5,10.0,2.6
2021-08-31,249.6,11.0,0.20000000000000018
2021-09-01,244.6,11.0,0.0
2021-09-02,245.8,11.0,0.0
2021-09-03,245.5,10.0,0.0
2021-09-04,245.0,11.0,0.0
2021-09-05,245.8,10.0,0.0
2021-09-06,243.3,7.0,0.20000000000000018
2021-09-07,246.0,11.0,1.8
2021-09-08,242.4,9.0,5.4
2021-09-09,242.8,11.0,9.4
2021-09-10,243.9,12.0,5.2
2021-09-11,240.03333333333333,8.0,5.2
2021-09-12,246.2,9.0,10.6
2021-09-13,248.1,12.0,0.0
2021-09-14,245.6,9.0,0.0
2021-09-15,242.3,7.0,0.0
2021-09-16,242.6,4.999999999999999,0.20000000000000018
2021-09-17,242.6,9.0,0.0
2021-09-18,245.9,12.0,0.0
2021-09-19,245.5,12.0,0.0
2021-09-20,243.8,7.0,0.0
2021-09-21,248.1,9.0,0.0
2021-09-22,242.7,8.0,0.20000000000000018
2021-09-23,246.0,6.0,7.0
2021-09-24,246.1,11.0,26.8
2021-09-25,246.6,8.0,0.6000000000000001
2021-09-26,246.7,11.0,0.0
2021-09-27,246.9,7.0,0.0
2021-09-28,246.5,12.0,0.0
2021-09-29,245.1,11.0,0.6000000000000001
2021-09-30,246.2,11.0,0.3999999999999999
2021-10-01,239.83333333333334,9.0,1.4
2021-10-02,248.1,12.0,0.8
2021-10-03,240.1,9.0,11.4
2021-10-04,248.1,9.0,0.6000000000000001
2021-10-05,238.4,11.0,0.0
2021-10-06,243.5,12.0,18.2
2021-10-07,243.1,11.0,11.0
2021-10-08,245.1,11.0,1.8
2021-10-09,247.4,11.0,0.0
2021-10-10,246.5,12.0,1.8
2021-10-11,242.1,10.0,0.0
2021-10-12,246.3,12.0,0.8
2021-10-13,246.6,11.0,0.0
2021-10-14,246.7,12.0,11.2
2021-10-15,245.6,13.0,0.0
2021-10-16,242.0,9.0,0.0
2021-10-17,241.9,6.0,11.6
2021-10-18,246.0,11.0,8.999999999999998
2021-10-19,243.1,9.0,0.20000000000000018
2021-10-20,245.9,13.0,7.4
2021-10-21,246.6,12.0,0.0
2021-10-22,244.7,13.0,0.0
2021-10-23,245.9,12.0,0.0
2021-10-24,245.9,12.0,6.4
2021-10-25,245.5,10.0,0.0
